Date Time, Water Level, Sigma, O, F, R, L, Quality 
2017-01-15 13:30,0.749,0.040,0,0,0,0,v
2017-01-15 13:36,0.740,0.031,0,0,0,0,v
2017-01-15 13:42,0.737,0.031,0,0,0,0,v
2017-01-15 13:48,0.742,0.046,0,0,0,0,v
2017-01-15 13:54,0.723,0.048,0,0,0,0,v
2017-01-15 14:00,0.728,0.035,0,0,0,0,v
2017-01-15 14:06,0.732,0.043,0,0,0,0,v
2017-01-15 14:12,0.741,0.039,0,0,0,0,v
2017-01-15 14:18,0.741,0.042,0,0,0,0,v
2017-01-15 14:24,0.755,0.041,0,0,0,0,v
2017-01-15 14:30,0.736,0.043,0,0,0,0,v
2017-01-15 14:36,0.747,0.043,0,0,0,0,v
2017-01-15 14:42,0.752,0.042,0,0,0,0,v
2017-01-15 14:48,0.731,0.038,0,0,0,0,v
2017-01-15 14:54,0.759,0.041,0,0,0,0,v
2017-01-15 15:00,0.788,0.046,0,0,0,0,v
2017-01-15 15:06,0.799,0.045,0,0,0,0,v
2017-01-15 15:12,0.798,0.037,0,0,0,0,v
2017-01-15 15:18,0.819,0.039,0,0,0,0,v
2017-01-15 15:24,0.838,0.039,0,0,0,0,v
2017-01-15 15:30,0.859,0.046,0,0,0,0,v
2017-01-15 15:36,0.877,0.045,0,0,0,0,v
2017-01-15 15:42,0.876,0.043,0,0,0,0,v
2017-01-15 15:48,0.934,0.042,0,0,0,0,v
2017-01-15 15:54,0.943,0.042,0,0,0,0,v
2017-01-15 16:00,0.957,0.044,0,0,0,0,v
2017-01-15 16:06,0.973,0.041,0,0,0,0,v
2017-01-15 16:12,0.995,0.040,0,0,0,0,v
2017-01-15 16:18,1.034,0.051,0,0,0,0,v
2017-01-15 16:24,1.061,0.042,0,0,0,0,v
2017-01-15 16:30,1.079,0.039,0,0,0,0,v
2017-01-15 16:36,1.093,0.037,0,0,0,0,v
2017-01-15 16:42,1.126,0.045,0,0,0,0,v
2017-01-15 16:48,1.159,0.047,0,0,0,0,v
2017-01-15 16:54,1.195,0.044,0,0,0,0,v
2017-01-15 17:00,1.231,0.045,0,0,0,0,v
2017-01-15 17:06,1.228,0.044,0,0,0,0,v
2017-01-15 17:12,1.271,0.045,0,0,0,0,v
2017-01-15 17:18,1.299,0.042,0,0,0,0,v
2017-01-15 17:24,1.312,0.045,0,0,0,0,v
2017-01-15 17:30,1.332,0.041,0,0,0,0,v
2017-01-15 17:36,1.365,0.040,0,0,0,0,v
2017-01-15 17:42,1.410,0.040,0,0,0,0,v
2017-01-15 17:48,1.410,0.046,0,0,0,0,v
2017-01-15 17:54,1.434,0.052,0,0,0,0,v
2017-01-15 18:00,1.461,0.044,0,0,0,0,v
2017-01-15 18:06,1.473,0.039,0,0,0,0,v
2017-01-15 18:12,1.526,0.045,0,0,0,0,v
2017-01-15 18:18,1.549,0.047,0,0,0,0,v
2017-01-15 18:24,1.549,0.038,0,0,0,0,v
2017-01-15 18:30,1.582,0.041,0,0,0,0,v
2017-01-15 18:36,1.610,0.045,0,0,0,0,v
2017-01-15 18:42,1.607,0.041,0,0,0,0,v
2017-01-15 18:48,1.620,0.045,0,0,0,0,v
2017-01-15 18:54,1.637,0.043,0,0,0,0,v
2017-01-15 19:00,1.656,0.042,0,0,0,0,v
2017-01-15 19:06,1.684,0.049,0,0,0,0,v
2017-01-15 19:12,1.684,0.040,0,0,0,0,v
2017-01-15 19:18,1.673,0.032,0,0,0,0,v
2017-01-15 19:24,1.706,0.041,0,0,0,0,v
2017-01-15 19:30,1.707,0.046,0,0,0,0,v
2017-01-15 19:36,1.741,0.044,0,0,0,0,v
2017-01-15 19:42,1.706,0.052,0,0,0,0,v
2017-01-15 19:48,1.696,0.050,0,0,0,0,v
2017-01-15 19:54,1.722,0.045,0,0,0,0,v
2017-01-15 20:00,1.708,0.038,0,0,0,0,v
2017-01-15 20:06,1.714,0.045,0,0,0,0,v
2017-01-15 20:12,1.699,0.049,0,0,0,0,v
2017-01-15 20:18,1.679,0.048,0,0,0,0,v
2017-01-15 20:24,1.689,0.048,0,0,0,0,v
2017-01-15 20:30,1.682,0.049,0,0,0,0,v
2017-01-15 20:36,1.658,0.046,0,0,0,0,v
2017-01-15 20:42,1.644,0.046,0,0,0,0,v
2017-01-15 20:48,1.642,0.050,0,0,0,0,v
2017-01-15 20:54,1.640,0.045,0,0,0,0,v
2017-01-15 21:00,1.599,0.052,0,0,0,0,v
2017-01-15 21:06,1.552,0.050,0,0,0,0,v
2017-01-15 21:12,1.551,0.044,0,0,0,0,v
2017-01-15 21:18,1.551,0.049,0,0,0,0,v
2017-01-15 21:24,1.510,0.050,0,0,0,0,v
2017-01-15 21:30,1.481,0.058,0,0,0,0,v
2017-01-15 21:36,1.445,0.050,0,0,0,0,v
2017-01-15 21:42,1.427,0.039,0,0,0,0,v
2017-01-15 21:48,1.398,0.045,0,0,0,0,v
2017-01-15 21:54,1.367,0.045,0,0,0,0,v
2017-01-15 22:00,1.330,0.043,0,0,0,0,v
2017-01-15 22:06,1.312,0.044,0,0,0,0,v
2017-01-15 22:12,1.265,0.051,0,0,0,0,v
2017-01-15 22:18,1.219,0.053,0,0,0,0,v
2017-01-15 22:24,1.197,0.040,0,0,0,0,v
2017-01-15 22:30,1.143,0.049,0,0,0,0,v
2017-01-15 22:36,1.102,0.045,0,0,0,0,v
2017-01-15 22:42,1.067,0.046,0,0,0,0,v
2017-01-15 22:48,1.048,0.046,0,0,0,0,v
2017-01-15 22:54,1.008,0.045,0,0,0,0,v
2017-01-15 23:00,0.963,0.043,0,0,0,0,v
2017-01-15 23:06,0.930,0.044,0,0,0,0,v
2017-01-15 23:12,0.876,0.049,0,0,0,0,v
2017-01-15 23:18,0.860,0.042,0,0,0,0,v
2017-01-15 23:24,0.794,0.045,0,0,0,0,v
2017-01-15 23:30,0.773,0.047,0,0,0,0,v
2017-01-15 23:36,0.740,0.042,0,0,0,0,v
2017-01-15 23:42,0.683,0.042,0,0,0,0,v
2017-01-15 23:48,0.624,0.061,0,0,0,0,v
2017-01-15 23:54,0.604,0.042,0,0,0,0,v
2017-01-16 00:00,0.568,0.043,0,0,0,0,v
2017-01-16 00:06,0.540,0.042,0,0,0,0,v
2017-01-16 00:12,0.491,0.041,0,0,0,0,v
2017-01-16 00:18,0.474,0.065,0,0,0,0,v
2017-01-16 00:24,0.411,0.054,0,0,0,0,v
2017-01-16 00:30,0.386,0.046,0,0,0,0,v
2017-01-16 00:36,0.352,0.051,0,0,0,0,v
2017-01-16 00:42,0.356,0.043,0,0,0,0,v
2017-01-16 00:48,0.304,0.043,0,0,0,0,v
2017-01-16 00:54,0.264,0.053,0,0,0,0,v
2017-01-16 01:00,0.212,0.049,0,0,0,0,v
2017-01-16 01:06,0.196,0.044,0,0,0,0,v
2017-01-16 01:12,0.153,0.044,0,0,0,0,v
2017-01-16 01:18,0.159,0.047,0,0,0,0,v
2017-01-16 01:24,0.136,0.048,0,0,0,0,v
2017-01-16 01:30,0.082,0.040,0,0,0,0,v
2017-01-16 01:36,0.058,0.037,0,0,0,0,v
2017-01-16 01:42,0.013,0.034,0,0,0,0,v
2017-01-16 01:48,0.008,0.039,0,0,0,0,v
2017-01-16 01:54,0.008,0.057,0,0,0,0,v
2017-01-16 02:00,-0.003,0.060,0,0,0,0,v
2017-01-16 02:06,-0.041,0.044,0,0,0,0,v
2017-01-16 02:12,-0.052,0.047,0,0,0,0,v
2017-01-16 02:18,-0.070,0.044,0,0,0,0,v
2017-01-16 02:24,-0.076,0.031,0,0,0,0,v
2017-01-16 02:30,-0.103,0.058,0,0,0,0,v
2017-01-16 02:36,-0.095,0.039,0,0,0,0,v
2017-01-16 02:42,-0.109,0.056,0,0,0,0,v
2017-01-16 02:48,-0.071,0.050,0,0,0,0,v
2017-01-16 02:54,-0.100,0.051,0,0,0,0,v
2017-01-16 03:00,-0.117,0.040,0,0,0,0,v
2017-01-16 03:06,-0.122,0.078,0,0,0,0,v
2017-01-16 03:12,-0.107,0.025,0,0,0,0,v
2017-01-16 03:18,-0.062,0.041,0,0,0,0,v
2017-01-16 03:24,-0.063,0.028,0,0,0,0,v
2017-01-16 03:30,-0.050,0.060,0,0,0,0,v
2017-01-16 03:36,-0.048,0.044,0,0,0,0,v
2017-01-16 03:42,-0.041,0.038,0,0,0,0,v
2017-01-16 03:48,-0.052,0.038,0,0,0,0,v
2017-01-16 03:54,0.020,0.046,0,0,0,0,v
2017-01-16 04:00,0.025,0.039,0,0,0,0,v
2017-01-16 04:06,0.024,0.039,0,0,0,0,v
2017-01-16 04:12,0.068,0.055,0,0,0,0,v
2017-01-16 04:18,0.055,0.052,0,0,0,0,v
2017-01-16 04:24,0.108,0.035,0,0,0,0,v
2017-01-16 04:30,0.123,0.049,0,0,0,0,v
2017-01-16 04:36,0.141,0.066,0,0,0,0,v
2017-01-16 04:42,0.163,0.044,0,0,0,0,v
2017-01-16 04:48,0.225,0.050,0,0,0,0,v
2017-01-16 04:54,0.242,0.080,0,0,0,0,v
2017-01-16 05:00,0.255,0.057,0,0,0,0,v
2017-01-16 05:06,0.281,0.060,0,0,0,0,v
2017-01-16 05:12,0.300,0.046,0,0,0,0,v
2017-01-16 05:18,0.324,0.076,0,0,0,0,v
2017-01-16 05:24,0.388,0.057,0,0,0,0,v
2017-01-16 05:30,0.437,0.042,0,0,0,0,v
2017-01-16 05:36,0.437,0.073,0,0,0,0,v
2017-01-16 05:42,0.453,0.042,0,0,0,0,v
2017-01-16 05:48,0.535,0.057,0,0,0,0,v
2017-01-16 05:54,0.571,0.057,0,0,0,0,v
2017-01-16 06:00,0.603,0.069,0,0,0,0,v
2017-01-16 06:06,0.659,0.061,0,0,0,0,v
2017-01-16 06:12,0.652,0.075,0,0,0,0,v
2017-01-16 06:18,0.697,0.046,0,0,0,0,v
2017-01-16 06:24,0.740,0.044,0,0,0,0,v
2017-01-16 06:30,0.786,0.049,0,0,0,0,v
2017-01-16 06:36,0.821,0.055,0,0,0,0,v
2017-01-16 06:42,0.853,0.051,0,0,0,0,v
2017-01-16 06:48,0.894,0.060,0,0,0,0,v
2017-01-16 06:54,0.895,0.062,0,0,0,0,v
2017-01-16 07:00,0.926,0.069,0,0,0,0,v
2017-01-16 07:06,0.993,0.053,0,0,0,0,v
2017-01-16 07:12,1.027,0.049,0,0,0,0,v
2017-01-16 07:18,1.055,0.055,0,0,0,0,v
2017-01-16 07:24,1.096,0.057,0,0,0,0,v
2017-01-16 07:30,1.106,0.050,0,0,0,0,v
2017-01-16 07:36,1.108,0.056,0,0,0,0,v
2017-01-16 07:42,1.144,0.056,0,0,0,0,v
2017-01-16 07:48,1.210,0.050,0,0,0,0,v
2017-01-16 07:54,1.239,0.062,0,0,0,0,v
2017-01-16 08:00,1.244,0.053,0,0,0,0,v
2017-01-16 08:06,1.271,0.056,0,0,0,0,v
2017-01-16 08:12,1.266,0.070,0,0,0,0,v
2017-01-16 08:18,1.298,0.063,0,0,0,0,v
2017-01-16 08:24,1.335,0.066,0,0,0,0,v
2017-01-16 08:30,1.348,0.064,0,0,0,0,v
2017-01-16 08:36,1.375,0.065,0,0,0,0,v
2017-01-16 08:42,1.377,0.057,0,0,0,0,v
2017-01-16 08:48,1.399,0.060,0,0,0,0,v
2017-01-16 08:54,1.390,0.049,0,0,0,0,v
2017-01-16 09:00,1.409,0.056,0,0,0,0,v
2017-01-16 09:06,1.430,0.056,0,0,0,0,v
2017-01-16 09:12,1.443,0.067,0,0,0,0,v
2017-01-16 09:18,1.421,0.084,0,0,0,0,v
2017-01-16 09:24,1.400,0.062,0,0,0,0,v
2017-01-16 09:30,1.442,0.045,0,0,0,0,v
2017-01-16 09:36,1.440,0.055,0,0,0,0,v
2017-01-16 09:42,1.457,0.067,0,0,0,0,v
2017-01-16 09:48,1.465,0.056,0,0,0,0,v
2017-01-16 09:54,1.425,0.064,0,0,0,0,v
2017-01-16 10:00,1.431,0.080,0,0,0,0,v
2017-01-16 10:06,1.432,0.057,0,0,0,0,v
2017-01-16 10:12,1.386,0.072,0,0,0,0,v
2017-01-16 10:18,1.448,0.074,0,0,0,0,v
2017-01-16 10:24,1.420,0.069,0,0,0,0,v
2017-01-16 10:30,1.414,0.066,0,0,0,0,v
2017-01-16 10:36,1.413,0.057,0,0,0,0,v
2017-01-16 10:42,1.377,0.058,0,0,0,0,v
2017-01-16 10:48,1.418,0.056,0,0,0,0,v
2017-01-16 10:54,1.344,0.069,0,0,0,0,v
2017-01-16 11:00,1.353,0.068,0,0,0,0,v
2017-01-16 11:06,1.319,0.067,0,0,0,0,v
2017-01-16 11:12,1.291,0.084,0,0,0,0,v
2017-01-16 11:18,1.322,0.057,0,0,0,0,v
2017-01-16 11:24,1.313,0.057,0,0,0,0,v
2017-01-16 11:30,1.263,0.056,0,0,0,0,v
2017-01-16 11:36,1.264,0.057,0,0,0,0,v
2017-01-16 11:42,1.224,0.065,0,0,0,0,v
2017-01-16 11:48,1.230,0.087,0,0,0,0,v
2017-01-16 11:54,1.209,0.072,0,0,0,0,v
2017-01-16 12:00,1.179,0.070,0,0,0,0,v
2017-01-16 12:06,1.159,0.060,0,0,0,0,v
2017-01-16 12:12,1.120,0.070,0,0,0,0,v
2017-01-16 12:18,1.137,0.059,0,0,0,0,v
2017-01-16 12:24,1.079,0.071,0,0,0,0,v
2017-01-16 12:30,1.078,0.067,0,0,0,0,v
2017-01-16 12:36,1.041,0.052,0,0,0,0,v
2017-01-16 12:42,1.038,0.063,0,0,0,0,v
2017-01-16 12:48,1.019,0.075,0,0,0,0,v
2017-01-16 12:54,0.999,0.084,0,0,0,0,v
2017-01-16 13:00,0.980,0.064,0,0,0,0,v
2017-01-16 13:06,0.944,0.070,0,0,0,0,v
2017-01-16 13:12,0.921,0.071,0,0,0,0,v
2017-01-16 13:18,0.921,0.048,0,0,0,0,v
2017-01-16 13:24,0.920,0.057,0,0,0,0,v
2017-01-16 13:30,0.922,0.085,0,0,0,0,v
2017-01-16 13:36,0.861,0.081,0,0,0,0,v
2017-01-16 13:42,0.851,0.080,0,0,0,0,v
2017-01-16 13:48,0.820,0.073,0,0,0,0,v
2017-01-16 13:54,0.782,0.045,0,0,0,0,v
2017-01-16 14:00,0.855,0.087,0,0,0,0,v
2017-01-16 14:06,0.777,0.083,0,0,0,0,v
2017-01-16 14:12,0.774,0.062,0,0,0,0,v
2017-01-16 14:18,0.786,0.057,0,0,0,0,v
2017-01-16 14:24,0.740,0.118,0,0,0,0,v
2017-01-16 14:30,0.772,0.066,0,0,0,0,v
2017-01-16 14:36,0.720,0.071,0,0,0,0,v
2017-01-16 14:42,0.748,0.091,0,0,0,0,v
2017-01-16 14:48,0.729,0.093,0,0,0,0,v
2017-01-16 14:54,0.707,0.056,0,0,0,0,v
2017-01-16 15:00,0.681,0.073,0,0,0,0,v
2017-01-16 15:06,0.728,0.052,0,0,0,0,v
2017-01-16 15:12,0.743,0.071,0,0,0,0,v
2017-01-16 15:18,0.700,0.060,0,0,0,0,v
2017-01-16 15:24,0.721,0.068,0,0,0,0,v
2017-01-16 15:30,0.728,0.082,0,0,0,0,v
2017-01-16 15:36,0.731,0.057,0,0,0,0,v
2017-01-16 15:42,0.774,0.090,0,0,0,0,v
2017-01-16 15:48,0.736,0.056,0,0,0,0,v
2017-01-16 15:54,0.770,0.065,0,0,0,0,v
2017-01-16 16:00,0.768,0.068,0,0,0,0,v
2017-01-16 16:06,0.801,0.082,0,0,0,0,v
2017-01-16 16:12,0.772,0.081,0,0,0,0,v
2017-01-16 16:18,0.794,0.089,0,0,0,0,v
2017-01-16 16:24,0.840,0.067,0,0,0,0,v
2017-01-16 16:30,0.844,0.065,0,0,0,0,v
2017-01-16 16:36,0.845,0.058,0,0,0,0,v
2017-01-16 16:42,0.873,0.082,0,0,0,0,v
2017-01-16 16:48,0.889,0.076,0,0,0,0,v
2017-01-16 16:54,0.926,0.090,0,0,0,0,v
2017-01-16 17:00,0.969,0.078,0,0,0,0,v
2017-01-16 17:06,0.986,0.075,0,0,0,0,v
2017-01-16 17:12,0.974,0.064,0,0,0,0,v
2017-01-16 17:18,0.960,0.078,0,0,0,0,v
2017-01-16 17:24,1.011,0.054,0,0,0,0,v
2017-01-16 17:30,1.001,0.087,0,0,0,0,v
2017-01-16 17:36,1.033,0.070,0,0,0,0,v
2017-01-16 17:42,1.098,0.066,0,0,0,0,v
2017-01-16 17:48,1.159,0.075,0,0,0,0,v
2017-01-16 17:54,1.151,0.087,0,0,0,0,v
2017-01-16 18:00,1.106,0.077,0,0,0,0,v
2017-01-16 18:06,1.204,0.057,0,0,0,0,v
2017-01-16 18:12,1.162,0.086,0,0,0,0,v
2017-01-16 18:18,1.217,0.098,0,0,0,0,v
2017-01-16 18:24,1.235,0.094,0,0,0,0,v
2017-01-16 18:30,1.233,0.067,0,0,0,0,v
2017-01-16 18:36,1.259,0.090,0,0,0,0,v
2017-01-16 18:42,1.305,0.083,0,0,0,0,v
2017-01-16 18:48,1.349,0.067,0,0,0,0,v
2017-01-16 18:54,1.336,0.119,0,0,0,0,v
2017-01-16 19:00,1.390,0.053,0,0,0,0,v
2017-01-16 19:06,1.335,0.082,0,0,0,0,v
2017-01-16 19:12,1.393,0.093,0,0,0,0,v
2017-01-16 19:18,1.455,0.107,0,0,0,0,v
2017-01-16 19:24,1.411,0.089,0,0,0,0,v
2017-01-16 19:30,1.447,0.084,0,0,0,0,v
2017-01-16 19:36,1.444,0.068,0,0,0,0,v
2017-01-16 19:42,1.464,0.086,0,0,0,0,v
2017-01-16 19:48,1.466,0.091,0,0,0,0,v
2017-01-16 19:54,1.490,0.080,0,0,0,0,v
2017-01-16 20:00,1.497,0.095,0,0,0,0,v
2017-01-16 20:06,1.514,0.075,0,0,0,0,v
2017-01-16 20:12,1.502,0.064,0,0,0,0,v
2017-01-16 20:18,1.523,0.073,0,0,0,0,v
2017-01-16 20:24,1.495,0.085,0,0,0,0,v
2017-01-16 20:30,1.556,0.086,0,0,0,0,v
2017-01-16 20:36,1.548,0.068,0,0,0,0,v
2017-01-16 20:42,1.490,0.069,0,0,0,0,v
2017-01-16 20:48,1.539,0.054,0,0,0,0,v
2017-01-16 20:54,1.482,0.061,0,0,0,0,v
2017-01-16 21:00,1.553,0.094,0,0,0,0,v
2017-01-16 21:06,1.546,0.097,0,0,0,0,v
2017-01-16 21:12,1.509,0.094,0,0,0,0,v
2017-01-16 21:18,1.516,0.068,0,0,0,0,v
2017-01-16 21:24,1.493,0.082,0,0,0,0,v
2017-01-16 21:30,1.504,0.092,0,0,0,0,v
2017-01-16 21:36,1.468,0.080,0,0,0,0,v
2017-01-16 21:42,1.469,0.073,0,0,0,0,v
2017-01-16 21:48,1.416,0.084,0,0,0,0,v
2017-01-16 21:54,1.420,0.088,0,0,0,0,v
2017-01-16 22:00,1.403,0.099,0,0,0,0,v
2017-01-16 22:06,1.393,0.078,0,0,0,0,v
2017-01-16 22:12,1.368,0.066,0,0,0,0,v
2017-01-16 22:18,1.336,0.072,0,0,0,0,v
2017-01-16 22:24,1.320,0.096,0,0,0,0,v
2017-01-16 22:30,1.293,0.069,0,0,0,0,v
2017-01-16 22:36,1.259,0.088,0,0,0,0,v
2017-01-16 22:42,1.219,0.077,0,0,0,0,v
2017-01-16 22:48,1.227,0.104,0,0,0,0,v
2017-01-16 22:54,1.221,0.108,0,0,0,0,v
2017-01-16 23:00,1.158,0.079,0,0,0,0,v
2017-01-16 23:06,1.103,0.079,0,0,0,0,v
2017-01-16 23:12,1.087,0.069,0,0,0,0,v
2017-01-16 23:18,1.064,0.091,0,0,0,0,v
2017-01-16 23:24,1.044,0.054,0,0,0,0,v
2017-01-16 23:30,1.017,0.063,0,0,0,0,v
2017-01-16 23:36,0.987,0.092,0,0,0,0,v
2017-01-16 23:42,0.924,0.075,0,0,0,0,v
2017-01-16 23:48,0.943,0.078,0,0,0,0,v
2017-01-16 23:54,0.900,0.087,0,0,0,0,v
2017-01-17 00:00,0.831,0.062,0,0,0,0,v
2017-01-17 00:06,0.815,0.074,0,0,0,0,v
2017-01-17 00:12,0.797,0.073,0,0,0,0,v
2017-01-17 00:18,0.743,0.060,0,0,0,0,v
2017-01-17 00:24,0.752,0.080,0,0,0,0,v
2017-01-17 00:30,0.720,0.082,0,0,0,0,v
2017-01-17 00:36,0.663,0.085,0,0,0,0,v
2017-01-17 00:42,0.616,0.087,0,0,0,0,v
2017-01-17 00:48,0.601,0.069,0,0,0,0,v
2017-01-17 00:54,0.577,0.052,0,0,0,0,v
2017-01-17 01:00,0.531,0.085,0,0,0,0,v
2017-01-17 01:06,0.501,0.059,0,0,0,0,v
2017-01-17 01:12,0.479,0.086,0,0,0,0,v
2017-01-17 01:18,0.434,0.077,0,0,0,0,v
2017-01-17 01:24,0.409,0.066,0,0,0,0,v
2017-01-17 01:30,0.401,0.054,0,0,0,0,v
2017-01-17 01:36,0.383,0.071,0,0,0,0,v
2017-01-17 01:42,0.344,0.051,0,0,0,0,v
2017-01-17 01:48,0.291,0.054,0,0,0,0,v
2017-01-17 01:54,0.242,0.058,0,0,0,0,v
2017-01-17 02:00,0.231,0.046,0,0,0,0,v
2017-01-17 02:06,0.225,0.050,0,0,0,0,v
2017-01-17 02:12,0.198,0.048,0,0,0,0,v
2017-01-17 02:18,0.214,0.051,0,0,0,0,v
2017-01-17 02:24,0.207,0.060,0,0,0,0,v
2017-01-17 02:30,0.173,0.046,0,0,0,0,v
2017-01-17 02:36,0.156,0.049,0,0,0,0,v
2017-01-17 02:42,0.112,0.065,0,0,0,0,v
2017-01-17 02:48,0.091,0.069,0,0,0,0,v
2017-01-17 02:54,0.120,0.042,0,0,0,0,v
2017-01-17 03:00,0.100,0.045,0,0,0,0,v
2017-01-17 03:06,0.092,0.045,0,0,0,0,v
2017-01-17 03:12,0.110,0.047,0,0,0,0,v
2017-01-17 03:18,0.072,0.045,0,0,0,0,v
2017-01-17 03:24,0.079,0.046,0,0,0,0,v
2017-01-17 03:30,0.078,0.052,0,0,0,0,v
2017-01-17 03:36,0.086,0.047,0,0,0,0,v
2017-01-17 03:42,0.063,0.052,0,0,0,0,v
2017-01-17 03:48,0.054,0.058,0,0,0,0,v
2017-01-17 03:54,0.089,0.043,0,0,0,0,v
2017-01-17 04:00,0.073,0.043,0,0,0,0,v
2017-01-17 04:06,0.085,0.047,0,0,0,0,v
2017-01-17 04:12,0.091,0.052,0,0,0,0,v
2017-01-17 04:18,0.107,0.043,0,0,0,0,v
2017-01-17 04:24,0.139,0.038,0,0,0,0,v
2017-01-17 04:30,0.126,0.059,0,0,0,0,v
2017-01-17 04:36,0.137,0.037,0,0,0,0,v
2017-01-17 04:42,0.158,0.057,0,0,0,0,v
2017-01-17 04:48,0.196,0.053,0,0,0,0,v
2017-01-17 04:54,0.214,0.047,0,0,0,0,v
2017-01-17 05:00,0.214,0.044,0,0,0,0,v
2017-01-17 05:06,0.267,0.056,0,0,0,0,v
2017-01-17 05:12,0.235,0.038,0,0,0,0,v
2017-01-17 05:18,0.303,0.050,0,0,0,0,v
2017-01-17 05:24,0.311,0.055,0,0,0,0,v
2017-01-17 05:30,0.322,0.052,0,0,0,0,v
2017-01-17 05:36,0.388,0.060,0,0,0,0,v
2017-01-17 05:42,0.397,0.037,0,0,0,0,v
2017-01-17 05:48,0.453,0.066,0,0,0,0,v
2017-01-17 05:54,0.450,0.054,0,0,0,0,v
2017-01-17 06:00,0.469,0.053,0,0,0,0,v
2017-01-17 06:06,0.508,0.056,0,0,0,0,v
2017-01-17 06:12,0.554,0.066,0,0,0,0,v
2017-01-17 06:18,0.585,0.053,0,0,0,0,v
2017-01-17 06:24,0.589,0.051,0,0,0,0,v
2017-01-17 06:30,0.644,0.053,0,0,0,0,v
2017-01-17 06:36,0.668,0.045,0,0,0,0,v
2017-01-17 06:42,0.703,0.046,0,0,0,0,v
2017-01-17 06:48,0.760,0.048,0,0,0,0,v
2017-01-17 06:54,0.779,0.057,0,0,0,0,v
2017-01-17 07:00,0.817,0.053,0,0,0,0,v
2017-01-17 07:06,0.843,0.055,0,0,0,0,v
2017-01-17 07:12,0.884,0.072,0,0,0,0,v
2017-01-17 07:18,0.924,0.061,0,0,0,0,v
2017-01-17 07:24,0.930,0.055,0,0,0,0,v
2017-01-17 07:30,0.964,0.061,0,0,0,0,v
2017-01-17 07:36,1.016,0.057,0,0,0,0,v
2017-01-17 07:42,1.041,0.053,0,0,0,0,v
2017-01-17 07:48,1.066,0.076,0,0,0,0,v
2017-01-17 07:54,1.086,0.057,0,0,0,0,v
2017-01-17 08:00,1.107,0.046,0,0,0,0,v
2017-01-17 08:06,1.167,0.053,0,0,0,0,v
2017-01-17 08:12,1.187,0.059,0,0,0,0,v
2017-01-17 08:18,1.189,0.055,0,0,0,0,v
2017-01-17 08:24,1.215,0.053,0,0,0,0,v
2017-01-17 08:30,1.268,0.048,0,0,0,0,v
2017-01-17 08:36,1.297,0.056,0,0,0,0,v
2017-01-17 08:42,1.289,0.064,0,0,0,0,v
2017-01-17 08:48,1.333,0.060,0,0,0,0,v
2017-01-17 08:54,1.334,0.052,0,0,0,0,v
2017-01-17 09:00,1.377,0.051,0,0,0,0,v
2017-01-17 09:06,1.390,0.061,0,0,0,0,v
2017-01-17 09:12,1.368,0.060,0,0,0,0,v
2017-01-17 09:18,1.412,0.057,0,0,0,0,v
2017-01-17 09:24,1.415,0.055,0,0,0,0,v
2017-01-17 09:30,1.458,0.064,0,0,0,0,v
2017-01-17 09:36,1.466,0.066,0,0,0,0,v
2017-01-17 09:42,1.466,0.044,0,0,0,0,v
2017-01-17 09:48,1.479,0.061,0,0,0,0,v
2017-01-17 09:54,1.477,0.046,0,0,0,0,v
2017-01-17 10:00,1.493,0.075,0,0,0,0,v
2017-01-17 10:06,1.498,0.056,0,0,0,0,v
2017-01-17 10:12,1.490,0.063,0,0,0,0,v
2017-01-17 10:18,1.504,0.058,0,0,0,0,v
2017-01-17 10:24,1.497,0.062,0,0,0,0,v
2017-01-17 10:30,1.502,0.056,0,0,0,0,v
2017-01-17 10:36,1.504,0.069,0,0,0,0,v
2017-01-17 10:42,1.523,0.068,0,0,0,0,v
2017-01-17 10:48,1.505,0.053,0,0,0,0,v
2017-01-17 10:54,1.501,0.056,0,0,0,0,v
2017-01-17 11:00,1.487,0.064,0,0,0,0,v
2017-01-17 11:06,1.474,0.056,0,0,0,0,v
2017-01-17 11:12,1.501,0.056,0,0,0,0,v
2017-01-17 11:18,1.479,0.051,0,0,0,0,v
2017-01-17 11:24,1.467,0.081,0,0,0,0,v
2017-01-17 11:30,1.408,0.074,0,0,0,0,v
2017-01-17 11:36,1.421,0.050,0,0,0,0,v
2017-01-17 11:42,1.407,0.070,0,0,0,0,v
2017-01-17 11:48,1.428,0.050,0,0,0,0,v
2017-01-17 11:54,1.358,0.055,0,0,0,0,v
2017-01-17 12:00,1.376,0.050,0,0,0,0,v
2017-01-17 12:06,1.352,0.055,0,0,0,0,v
2017-01-17 12:12,1.335,0.065,0,0,0,0,v
2017-01-17 12:18,1.341,0.056,0,0,0,0,v
2017-01-17 12:24,1.298,0.046,0,0,0,0,v
2017-01-17 12:30,1.320,0.052,0,0,0,0,v
2017-01-17 12:36,1.275,0.045,0,0,0,0,v
2017-01-17 12:42,1.258,0.048,0,0,0,0,v
2017-01-17 12:48,1.219,0.055,0,0,0,0,v
2017-01-17 12:54,1.176,0.053,0,0,0,0,v
2017-01-17 13:00,1.183,0.056,0,0,0,0,v
2017-01-17 13:06,1.180,0.058,0,0,0,0,v
2017-01-17 13:12,1.149,0.059,0,0,0,0,v
2017-01-17 13:18,1.120,0.045,0,0,0,0,v
2017-01-17 13:24,1.109,0.065,0,0,0,0,v
2017-01-17 13:30,1.073,0.054,0,0,0,0,v
